geography,year,category,households,value
North Melbourne,2032,Household type,Lone person,3487
North Melbourne,2032,Household type,Other family,150
North Melbourne,2033,Household type,Lone person,3496
North Melbourne,2034,Structural Private Dwellings,Not applicable,11006
North Melbourne,2034,Household size,Not applicable,2
North Melbourne,2034,Household type,One-parent family,517
North Melbourne,2036,Structural Private Dwellings,Not applicable,12035
North Melbourne,2036,Household type,One-parent family,581
North Melbourne,2037,Household size,Not applicable,2
North Melbourne,2038,Household type,Lone person,4270
North Melbourne,2038,Structural Private Dwellings,Not applicable,12974
North Melbourne,2038,Household type,Other family,170
North Melbourne,2039,Household type,Group household,2133
North Melbourne,2039,Structural Private Dwellings,Not applicable,13431
North Melbourne,2040,Structural Private Dwellings,Not applicable,13899
North Melbourne,2040,Household size,Not applicable,2
North Melbourne,2040,Household type,One-parent family,739
North Melbourne,2041,Household type,Group household,2229
North Melbourne,2041,Structural Private Dwellings,Not applicable,14343
North Melbourne,2042,Household type,Couple family with children,2095
North Melbourne,2042,Structural Private Dwellings,Not applicable,14712
North Melbourne,2042,Household type,One-parent family,829
North Melbourne,2042,Household type,Other family,225
North Melbourne,2043,Household type,Couple family without children,4324
North Melbourne,2043,Household type,Lone person,4961
Parkville,2023,Household type,Couple family with children,410
Parkville,2023,Structural Private Dwellings,Not applicable,3011
Parkville,2023,Household size,Not applicable,2
Parkville,2023,Household type,One-parent family,102
Parkville,2023,Household type,Other family,45
Parkville,2024,Household type,One-parent family,106
Parkville,2024,Household type,Other family,47
Parkville,2025,Household type,Couple family without children,928
Parkville,2025,Household type,Group household,544
Parkville,2025,Structural Private Dwellings,Not applicable,3011
Parkville,2027,Household type,Couple family without children,945
Parkville,2027,Household type,Lone person,898
Parkville,2027,Structural Private Dwellings,Not applicable,3011
Parkville,2027,Household size,Not applicable,2
Parkville,2027,Household type,One-parent family,102
Parkville,2029,Household size,Not applicable,2
Parkville,2029,Household type,One-parent family,100
Parkville,2030,Household type,Couple family with children,469
Parkville,2030,Household type,Group household,538
Parkville,2031,Household type,Couple family without children,962
Parkville,2031,Household type,One-parent family,100
Parkville,2032,Household type,Couple family with children,479
Parkville,2032,Household type,Couple family without children,963
Parkville,2032,Household type,Group household,539
Parkville,2033,Household type,Lone person,856
Parkville,2033,Household size,Not applicable,2
Parkville,2033,Household type,Other family,38
Parkville,2034,Household type,Couple family with children,487
Parkville,2034,Household type,Couple family without children,963
Parkville,2034,Household size,Not applicable,2
Parkville,2034,Household type,Other family,38
Parkville,2035,Household type,Other family,37
Parkville,2036,Household type,Couple family without children,956
Parkville,2036,Household type,Group household,543
Parkville,2036,Household size,Not applicable,2
Parkville,2037,Household type,Couple family without children,952
Parkville,2037,Structural Private Dwellings,Not applicable,3011
Parkville,2037,Household size,Not applicable,2
Parkville,2037,Household type,One-parent family,103
Parkville,2038,Structural Private Dwellings,Not applicable,3011
Parkville,2038,Household size,Not applicable,2
Parkville,2039,Household type,Couple family without children,943
Parkville,2040,Household type,Couple family without children,940
Parkville,2040,Household type,Group household,540
Parkville,2041,Household type,Couple family with children,519
Parkville,2042,Structural Private Dwellings,Not applicable,3011
Parkville,2043,Household type,One-parent family,110
Port Melbourne,2023,Household type,Lone person,1
Port Melbourne,2023,Household type,One-parent family,0
Port Melbourne,2024,Household type,Group household,0
Port Melbourne,2024,Household type,One-parent family,0
Port Melbourne,2025,Household type,Couple family with children,0
Port Melbourne,2025,Household type,Group household,0
Port Melbourne,2025,Household type,Lone person,1
Port Melbourne,2025,Structural Private Dwellings,Not applicable,2
Port Melbourne,2025,Household type,One-parent family,0
Port Melbourne,2026,Household type,Lone person,1
Port Melbourne,2026,Household type,One-parent family,0
Port Melbourne,2027,Household type,Couple family with children,2
Port Melbourne,2027,Household type,Couple family without children,6
Port Melbourne,2027,Household type,Group household,2
Port Melbourne,2027,Household size,Not applicable,2
Port Melbourne,2028,Household type,Couple family with children,3
Port Melbourne,2028,Household size,Not applicable,2
Port Melbourne,2029,Structural Private Dwellings,Not applicable,27
Port Melbourne,2029,Household type,Other family,0
Port Melbourne,2030,Household type,Couple family with children,6
Port Melbourne,2030,Household type,Lone person,9
Port Melbourne,2030,Household type,Other family,1
Port Melbourne,2031,Household type,One-parent family,1
Port Melbourne,2032,Household type,Couple family without children,19
Port Melbourne,2032,Household size,Not applicable,3
Port Melbourne,2032,Household type,One-parent family,2
Port Melbourne,2032,Household type,Other family,1
Port Melbourne,2033,Household type,Couple family with children,9
Port Melbourne,2033,Household type,Couple family without children,21
Port Melbourne,2033,Household type,Group household,8
Port Melbourne,2033,Structural Private Dwellings,Not applicable,56
Port Melbourne,2033,Household size,Not applicable,3
Port Melbourne,2034,Household type,Couple family with children,17
Port Melbourne,2034,Household type,Group household,14
Port Melbourne,2034,Household type,Other family,2
Port Melbourne,2035,Household type,Couple family with children,25
Port Melbourne,2035,Household type,Lone person,39
Port Melbourne,2035,Household size,Not applicable,2
Port Melbourne,2036,Household type,One-parent family,7
Port Melbourne,2037,Household type,Couple family without children,96
Port Melbourne,2037,Household type,Group household,37
Port Melbourne,2037,Structural Private Dwellings,Not applicable,256
Port Melbourne,2037,Household type,Other family,4
Port Melbourne,2038,Household type,Lone person,79
Port Melbourne,2038,Structural Private Dwellings,Not applicable,304
Port Melbourne,2038,Household type,One-parent family,10
Port Melbourne,2039,Household type,Couple family with children,67
Port Melbourne,2039,Household type,Lone person,99
Port Melbourne,2040,Household type,Couple family without children,178
Port Melbourne,2040,Structural Private Dwellings,Not applicable,483
Port Melbourne,2040,Household size,Not applicable,2
Port Melbourne,2041,Household type,Lone person,152
Port Melbourne,2042,Household size,Not applicable,2
Port Melbourne,2043,Household type,Couple family with children,144
Port Melbourne,2043,Household type,Group household,110
South Yarra,2023,Household type,Couple family without children,846
South Yarra,2023,Structural Private Dwellings,Not applicable,2766
South Yarra,2024,Household type,Couple family with children,324
South Yarra,2024,Household type,Couple family without children,929
South Yarra,2024,Household type,Lone person,1036
South Yarra,2024,Household type,One-parent family,67
South Yarra,2025,Household type,Couple family with children,325
South Yarra,2025,Household type,Couple family without children,939
South Yarra,2025,Household type,One-parent family,66
South Yarra,2025,Household type,Other family,25
South Yarra,2026,Household type,Group household,221
South Yarra,2026,Structural Private Dwellings,Not applicable,2766
South Yarra,2026,Household type,One-parent family,66
South Yarra,2026,Household type,Other family,24
South Yarra,2027,Household type,Couple family with children,343
South Yarra,2028,Household type,Couple family without children,986
South Yarra,2028,Household type,Group household,221
South Yarra,2028,Household size,Not applicable,2
South Yarra,2028,Household type,One-parent family,66
South Yarra,2028,Household type,Other family,23
South Yarra,2029,Household type,Couple family with children,356
South Yarra,2030,Household type,Group household,222
South Yarra,2030,Household type,Lone person,1029
South Yarra,2030,Household type,One-parent family,65
South Yarra,2031,Household type,Couple family without children,1015
South Yarra,2031,Household type,Lone person,1029
South Yarra,2032,Household type,Couple family without children,1020
South Yarra,2032,Household type,Lone person,1025
South Yarra,2033,Structural Private Dwellings,Not applicable,2861
South Yarra,2034,Household type,Couple family with children,389
South Yarra,2034,Household type,Couple family without children,1041
South Yarra,2034,Household type,Group household,231
South Yarra,2034,Structural Private Dwellings,Not applicable,2909
South Yarra,2035,Household type,Group household,234
South Yarra,2035,Structural Private Dwellings,Not applicable,2926
South Yarra,2035,Household type,Other family,22
South Yarra,2036,Household type,Couple family with children,398
South Yarra,2036,Household type,Couple family without children,1042
South Yarra,2036,Structural Private Dwellings,Not applicable,2928
South Yarra,2036,Household size,Not applicable,2
South Yarra,2036,Household type,Other family,22
South Yarra,2037,Household type,Couple family with children,403
South Yarra,2037,Household type,Couple family without children,1037
South Yarra,2038,Household type,Couple family without children,1032
South Yarra,2038,Household type,Other family,21
South Yarra,2039,Household type,Couple family with children,410
South Yarra,2039,Household type,Group household,233
South Yarra,2039,Household type,One-parent family,71
South Yarra,2039,Household type,Other family,21
South Yarra,2040,Household type,Group household,232
South Yarra,2041,Structural Private Dwellings,Not applicable,2928
South Yarra,2041,Household size,Not applicable,2
South Yarra,2041,Household type,One-parent family,72
South Yarra,2042,Household type,Group household,230
South Yarra,2043,Household type,Group household,229
South Yarra,2043,Household type,Lone person,1031
South Yarra,2043,Household type,Other family,24
Southbank,2023,Household type,Lone person,5055
Southbank,2023,Structural Private Dwellings,Not applicable,17143
Southbank,2023,Household size,Not applicable,2
Southbank,2023,Household type,One-parent family,370
Southbank,2024,Household type,Couple family with children,1203
Southbank,2024,Household type,Couple family without children,6076
Southbank,2024,Structural Private Dwellings,Not applicable,17143
Southbank,2024,Household size,Not applicable,2
Southbank,2024,Household type,Other family,476
Southbank,2025,Household type,Couple family without children,6134
Southbank,2025,Household type,Group household,2624
Southbank,2025,Household type,Lone person,5490
Southbank,2026,Structural Private Dwellings,Not applicable,17143
Southbank,2027,Household type,Couple family with children,1281
Southbank,2027,Structural Private Dwellings,Not applicable,17378
Southbank,2027,Household type,Other family,457
Southbank,2028,Household size,Not applicable,2
Southbank,2029,Household type,Couple family with children,1376
Southbank,2029,Household type,Group household,2852
Southbank,2029,Structural Private Dwellings,Not applicable,18250
Southbank,2029,Household size,Not applicable,2
Southbank,2029,Household type,One-parent family,408
Southbank,2029,Household type,Other family,463
Southbank,2030,Household type,Couple family without children,6906
Southbank,2031,Household type,Couple family with children,1424
Southbank,2031,Household type,Couple family without children,6956
Southbank,2031,Structural Private Dwellings,Not applicable,18467
Southbank,2032,Household type,Couple family without children,6998
Southbank,2032,Household type,Group household,2900
Southbank,2033,Household type,Couple family with children,1469
Southbank,2033,Household type,Couple family without children,7034
Southbank,2033,Household type,Group household,2914
Southbank,2033,Household type,One-parent family,417
Southbank,2034,Household size,Not applicable,2
Southbank,2035,Household type,Group household,3043
Southbank,2035,Household type,Other family,435
Southbank,2036,Household type,Couple family without children,7380
Southbank,2036,Household type,Lone person,6052
Southbank,2036,Structural Private Dwellings,Not applicable,19649
Southbank,2036,Household type,Other family,439
Southbank,2037,Household type,Lone person,6161
Southbank,2038,Household type,Group household,3183
Southbank,2038,Household type,Lone person,6268
Southbank,2038,Structural Private Dwellings,Not applicable,20270
Southbank,2038,Household size,Not applicable,2
Southbank,2039,Household type,Couple family without children,7634
Southbank,2039,Household type,Lone person,6373
Southbank,2039,Household size,Not applicable,2
Southbank,2039,Household type,Other family,450
Southbank,2040,Household type,Couple family without children,7716
Southbank,2040,Household type,Lone person,6475
Southbank,2040,Household size,Not applicable,2
Southbank,2041,Household type,Couple family without children,7768
Southbank,2041,Household type,Other family,478
Southbank,2042,Household type,Couple family with children,1805
Southbank,2042,Household type,Lone person,6694
Southbank,2043,Household type,Couple family without children,7873
Southbank,2043,Household type,Other family,528
West Melbourne (Industrial),2023,Household type,Couple family with children,0
West Melbourne (Industrial),2023,Household size,Not applicable,0
West Melbourne (Industrial),2024,Household type,Couple family without children,0
West Melbourne (Industrial),2024,Household type,Group household,0
West Melbourne (Industrial),2025,Household type,Couple family with children,0
West Melbourne (Industrial),2025,Household type,One-parent family,0
West Melbourne (Industrial),2026,Household type,Couple family without children,0
West Melbourne (Industrial),2026,Household size,Not applicable,0
West Melbourne (Industrial),2027,Household type,Couple family with children,0
West Melbourne (Industrial),2027,Household type,Couple family without children,0
West Melbourne (Industrial),2027,Household type,Group household,0
West Melbourne (Industrial),2027,Structural Private Dwellings,Not applicable,0
West Melbourne (Industrial),2027,Household type,One-parent family,0
West Melbourne (Industrial),2027,Household type,Other family,0
West Melbourne (Industrial),2028,Household type,Couple family with children,0
West Melbourne (Industrial),2028,Household type,Group household,0
West Melbourne (Industrial),2028,Household type,Lone person,0
West Melbourne (Industrial),2029,Household type,Group household,0
West Melbourne (Industrial),2030,Household size,Not applicable,0
West Melbourne (Industrial),2031,Household type,Lone person,0
West Melbourne (Industrial),2031,Household type,Other family,0
West Melbourne (Industrial),2032,Household type,Couple family without children,0
West Melbourne (Industrial),2032,Household type,Other family,0
West Melbourne (Industrial),2033,Household type,Couple family without children,0
West Melbourne (Industrial),2033,Structural Private Dwellings,Not applicable,0
West Melbourne (Industrial),2033,Household size,Not applicable,0
West Melbourne (Industrial),2033,Household type,One-parent family,0
West Melbourne (Industrial),2033,Household type,Other family,0
West Melbourne (Industrial),2034,Household size,Not applicable,0
West Melbourne (Industrial),2035,Household type,Group household,0
West Melbourne (Industrial),2035,Structural Private Dwellings,Not applicable,0
West Melbourne (Industrial),2035,Household size,Not applicable,0
West Melbourne (Industrial),2036,Household type,Couple family without children,0
West Melbourne (Industrial),2036,Structural Private Dwellings,Not applicable,0
West Melbourne (Industrial),2037,Household type,Lone person,0
West Melbourne (Industrial),2037,Structural Private Dwellings,Not applicable,0
West Melbourne (Industrial),2037,Household size,Not applicable,0
West Melbourne (Industrial),2037,Household type,Other family,0
West Melbourne (Industrial),2038,Household type,Couple family with children,0
West Melbourne (Industrial),2038,Household type,Lone person,0
West Melbourne (Industrial),2038,Household size,Not applicable,0
West Melbourne (Industrial),2039,Household type,Group household,0
West Melbourne (Industrial),2039,Household type,One-parent family,0
West Melbourne (Industrial),2039,Household type,Other family,0
West Melbourne (Industrial),2040,Household type,One-parent family,0
West Melbourne (Industrial),2040,Household type,Other family,0
West Melbourne (Industrial),2041,Household type,Couple family with children,0
West Melbourne (Industrial),2041,Household type,Couple family without children,0
West Melbourne (Industrial),2041,Household type,One-parent family,0
West Melbourne (Industrial),2041,Household type,Other family,0
West Melbourne (Industrial),2042,Household type,Couple family without children,0
West Melbourne (Industrial),2042,Household type,Other family,0
West Melbourne (Industrial),2043,Household type,Couple family with children,0
West Melbourne (Industrial),2043,Household type,Lone person,0
West Melbourne (Industrial),2043,Household size,Not applicable,0
West Melbourne (Industrial),2043,Household type,Other family,0
West Melbourne (Residential),2023,Household type,Couple family without children,2097
West Melbourne (Residential),2024,Household type,Couple family with children,623
West Melbourne (Residential),2024,Household type,Group household,1033
West Melbourne (Residential),2025,Household size,Not applicable,2
West Melbourne (Residential),2026,Household type,Couple family with children,635
West Melbourne (Residential),2026,Household type,Lone person,1485
West Melbourne (Residential),2026,Household type,One-parent family,123
West Melbourne (Residential),2027,Household size,Not applicable,2
West Melbourne (Residential),2027,Household type,One-parent family,125
West Melbourne (Residential),2027,Household type,Other family,97
West Melbourne (Residential),2028,Household type,Couple family without children,2337
West Melbourne (Residential),2028,Household type,Group household,1057
West Melbourne (Residential),2028,Structural Private Dwellings,Not applicable,5839
West Melbourne (Residential),2028,Household type,One-parent family,124
West Melbourne (Residential),2028,Household type,Other family,95
West Melbourne (Residential),2029,Household type,Lone person,1490
West Melbourne (Residential),2030,Household type,Couple family without children,2409
West Melbourne (Residential),2030,Household type,Group household,1068
West Melbourne (Residential),2030,Household type,Lone person,1488
West Melbourne (Residential),2030,Household size,Not applicable,2
West Melbourne (Residential),2031,Household type,Couple family with children,718
West Melbourne (Residential),2031,Household type,Group household,1080
West Melbourne (Residential),2031,Household type,Lone person,1494
West Melbourne (Residential),2031,Household type,Other family,92
West Melbourne (Residential),2032,Household type,Couple family with children,732
West Melbourne (Residential),2032,Household type,Couple family without children,2456
West Melbourne (Residential),2032,Household type,Group household,1088
West Melbourne (Residential),2032,Household size,Not applicable,2
West Melbourne (Residential),2032,Household type,One-parent family,128
West Melbourne (Residential),2033,Household type,Group household,1095
West Melbourne (Residential),2033,Household type,Lone person,1491
West Melbourne (Residential),2033,Structural Private Dwellings,Not applicable,6102
West Melbourne (Residential),2034,Household type,Lone person,1540
West Melbourne (Residential),2035,Household type,Couple family with children,821
West Melbourne (Residential),2035,Household type,One-parent family,142
West Melbourne (Residential),2036,Household type,Couple family with children,867
West Melbourne (Residential),2036,Household type,Group household,1233
West Melbourne (Residential),2036,Household type,Lone person,1656
West Melbourne (Residential),2037,Household type,Lone person,1716
West Melbourne (Residential),2037,Household size,Not applicable,2
West Melbourne (Residential),2037,Household type,One-parent family,157
West Melbourne (Residential),2037,Household type,Other family,99
West Melbourne (Residential),2038,Household type,Lone person,1775
West Melbourne (Residential),2038,Structural Private Dwellings,Not applicable,7411
West Melbourne (Residential),2038,Household type,Other family,102
West Melbourne (Residential),2039,Household type,Couple family with children,980
West Melbourne (Residential),2039,Household type,Lone person,1805
West Melbourne (Residential),2039,Structural Private Dwellings,Not applicable,7534
West Melbourne (Residential),2040,Household type,Couple family with children,988
West Melbourne (Residential),2040,Structural Private Dwellings,Not applicable,7534
West Melbourne (Residential),2040,Household size,Not applicable,2
West Melbourne (Residential),2040,Household type,One-parent family,170
West Melbourne (Residential),2040,Household type,Other family,102
West Melbourne (Residential),2041,Household type,One-parent family,172
West Melbourne (Residential),2042,Structural Private Dwellings,Not applicable,7534
West Melbourne (Residential),2042,Household size,Not applicable,2
West Melbourne (Residential),2042,Household type,One-parent family,175
West Melbourne (Residential),2043,Household type,Lone person,1814
West Melbourne (Residential),2043,Structural Private Dwellings,Not applicable,7534
West Melbourne (Residential),2043,Household size,Not applicable,2
West Melbourne (Residential),2043,Household type,One-parent family,178
City of Melbourne,2023,Structural Private Dwellings,Not applicable,111631
City of Melbourne,2024,Household size,Not applicable,20
City of Melbourne,2025,Household type,Group household,20430
City of Melbourne,2025,Household type,One-parent family,2960
City of Melbourne,2026,Household type,Group household,20694
City of Melbourne,2026,Household type,Lone person,37836
City of Melbourne,2026,Household size,Not applicable,21
City of Melbourne,2026,Household type,One-parent family,2973
City of Melbourne,2027,Household type,Couple family with children,10088
City of Melbourne,2027,Household type,Couple family without children,33969
City of Melbourne,2027,Household size,Not applicable,24
City of Melbourne,2028,Household type,Couple family without children,34608
City of Melbourne,2028,Household type,Group household,21113
City of Melbourne,2028,Household type,One-parent family,2988
City of Melbourne,2029,Household type,Couple family with children,10565
City of Melbourne,2029,Household size,Not applicable,25
City of Melbourne,2029,Household type,One-parent family,2988
City of Melbourne,2030,Household type,Couple family without children,35656
City of Melbourne,2030,Household type,Group household,21383
City of Melbourne,2030,Household type,Lone person,38577
City of Melbourne,2030,Structural Private Dwellings,Not applicable,116802
City of Melbourne,2031,Household type,Couple family with children,10977
City of Melbourne,2031,Household type,Group household,21557
City of Melbourne,2031,Household type,Lone person,38619
City of Melbourne,2031,Household type,One-parent family,3015
City of Melbourne,2032,Household type,Couple family with children,11169
City of Melbourne,2033,Household type,Group household,21836
City of Melbourne,2033,Household type,Lone person,38604
City of Melbourne,2033,Household type,Other family,2635
City of Melbourne,2034,Household type,Couple family without children,37251
City of Melbourne,2035,Household type,Group household,22841
City of Melbourne,2035,Household type,Lone person,39888
City of Melbourne,2035,Structural Private Dwellings,Not applicable,123720
City of Melbourne,2036,Structural Private Dwellings,Not applicable,126109
City of Melbourne,2037,Household type,Couple family with children,12929
City of Melbourne,2037,Household type,Group household,23540
City of Melbourne,2037,Household type,Lone person,41325
City of Melbourne,2037,Structural Private Dwellings,Not applicable,128392
City of Melbourne,2037,Household size,Not applicable,26
City of Melbourne,2037,Household type,Other family,2715
City of Melbourne,2038,Household type,One-parent family,3529
City of Melbourne,2038,Household type,Other family,2745
City of Melbourne,2039,Structural Private Dwellings,Not applicable,132677
City of Melbourne,2040,Household type,Couple family without children,40941
City of Melbourne,2040,Household type,Lone person,43262
City of Melbourne,2041,Household type,Couple family without children,41296
City of Melbourne,2041,Household type,Lone person,43910
City of Melbourne,2043,Household type,Couple family with children,15400
City of Melbourne,2043,Household type,Couple family without children,41949
City of Melbourne,2037,Household type,Total households,40295
City of Melbourne,2027,Household type,Total households,1487
City of Melbourne,2030,Household type,Total households,5769
City of Melbourne,2039,Household type,Total households,380
City of Melbourne,2025,Household type,Total households,10338
City of Melbourne,2034,Household type,Total households,10789
City of Melbourne,2028,Household type,Total households,14286
City of Melbourne,2023,Household type,Total households,32153
City of Melbourne,2043,Household type,Total households,15083
City of Melbourne,2032,Household type,Total households,1484
City of Melbourne,2038,Household type,Total households,15027
City of Melbourne,2033,Household type,Total households,18005
City of Melbourne,2042,Household type,Total households,683
City of Melbourne,2035,Household type,Total households,14994
City of Melbourne,2041,Household type,Total households,7551
City of Melbourne,2027,Household type,Total households,3332
City of Melbourne,2043,Household type,Total households,1476
City of Melbourne,2024,Household type,Total households,5549
City of Melbourne,2024,Household type,Total households,1454
City of Melbourne,2034,Household type,Total households,100
City of Melbourne,2037,Household type,Total households,2795
City of Melbourne,2025,Household type,Total households,9187
City of Melbourne,2041,Household type,Total households,2789
City of Melbourne,2037,Household type,Total households,0
City of Melbourne,2031,Household type,Total households,5822
City of Melbourne,2030,Household type,Total households,17781
City of Melbourne,2028,Household type,Total households,9614
City of Melbourne,2030,Household type,Total households,0
City of Melbourne,2033,Household type,Total households,1484
City of Melbourne,2030,Household type,Total households,10799
City of Melbourne,2029,Household type,Total households,9777
City of Melbourne,2026,Household type,Total households,2983
City of Melbourne,2040,Household type,Total households,20126
City of Melbourne,2038,Household type,Total households,7265
City of Melbourne,2040,Household type,Total households,7384
City of Melbourne,2026,Household type,Total households,9356
City of Melbourne,2027,Household type,Total households,2677
City of Melbourne,2042,Household type,Total households,12817
City of Melbourne,2038,Household type,Total households,11880
City of Melbourne,2042,Household type,Total households,20662
City of Melbourne,2041,Household type,Total households,2978
City of Melbourne,2029,Household type,Total households,2698
City of Melbourne,2042,Household type,Total households,7758
City of Melbourne,2024,Household type,Total households,34829
City of Melbourne,2037,Household type,Total households,6735
City of Melbourne,2023,Household type,Total households,2
City of Melbourne,2030,Household type,Total households,36608
City of Melbourne,2040,Household type,Total households,12325
City of Melbourne,2033,Household type,Total households,5871
City of Melbourne,2034,Household type,Total households,1482
City of Melbourne,2040,Household type,Total households,42315
City of Melbourne,2037,Household type,Total households,256
City of Melbourne,2026,Household type,Total households,0
City of Melbourne,2025,Household type,Total households,2607
City of Melbourne,2035,Household type,Total households,38821
City of Melbourne,2041,Household type,Total households,15060
City of Melbourne,2031,Household type,Total households,2982
City of Melbourne,2038,Household type,Total households,3391
City of Melbourne,2027,Household type,Total households,14133
City of Melbourne,2042,Household type,Total households,43612
City of Melbourne,2038,Household type,Total households,1479
City of Melbourne,2031,Household type,Total households,3402
City of Melbourne,2025,Household type,Total households,13639
City of Melbourne,2023,Household type,Total households,14863
City of Melbourne,2040,Household type,Total households,7347
City of Melbourne,2028,Household type,Total households,17566
City of Melbourne,2029,Household type,Total households,0
City of Melbourne,2034,Household type,Total households,6255
City of Melbourne,2037,Household type,Total households,7024
City of Melbourne,2039,Household type,Total households,7386
City of Melbourne,2042,Household type,Total households,7381
City of Melbourne,2032,Household type,Total households,2733
City of Melbourne,2032,Household type,Total households,5986
City of Melbourne,2026,Household type,Total households,3288
City of Melbourne,2042,Household type,Total households,1477
City of Melbourne,2025,Household type,Total households,5599
City of Melbourne,2033,Household type,Total households,37165
City of Melbourne,2037,Household type,Total households,11702
City of Melbourne,2025,Household type,Total households,1460
City of Melbourne,2028,Household type,Total households,20
City of Melbourne,2026,Household type,Total households,2657
City of Melbourne,2026,Household type,Total households,16629
City of Melbourne,2036,Household type,Total households,0
City of Melbourne,2036,Household type,Total households,6528
City of Melbourne,2036,Household type,Total households,204
City of Melbourne,2032,Household type,Total households,10901
City of Melbourne,2036,Household type,Total households,2979
City of Melbourne,2029,Household type,Total households,14541
City of Melbourne,2023,Household type,Total households,2377
City of Melbourne,2039,Household type,Total households,19853
City of Melbourne,2023,Household type,Total households,5313
City of Melbourne,2026,Household type,Total households,1487
City of Melbourne,2040,Household type,Total households,15048
City of Melbourne,2039,Household type,Total households,2792
City of Melbourne,2024,Household type,Total households,2596
City of Melbourne,2040,Household type,Total households,0
City of Melbourne,2023,Household type,Total households,97763
City of Melbourne,2041,Household type,Total households,131227
City of Melbourne,2039,Household type,Total households,127355
City of Melbourne,2040,Household type,Total households,129316
City of Melbourne,2024,Household type,Total households,105524
City of Melbourne,2034,Household type,Total households,116365
Carlton,2023,Household type,Couple family with children,735
Carlton,2023,Household type,Group household,2759
Carlton,2023,Household type,Lone person,5761
Carlton,2023,Structural Private Dwellings,Not applicable,13971
Carlton,2023,Household size,Not applicable,2
Carlton,2023,Household type,Other family,390
Carlton,2025,Household type,Couple family without children,2801
Carlton,2025,Household type,Lone person,6138
Carlton,2025,Household size,Not applicable,2
Carlton,2025,Household type,One-parent family,463
Carlton,2026,Household type,Couple family with children,833
Carlton,2027,Household type,Couple family with children,859
Carlton,2027,Household type,One-parent family,474
Carlton,2027,Household type,Other family,394
Carlton,2028,Household type,Couple family with children,880
Carlton,2028,Household type,Group household,3151
Carlton,2028,Structural Private Dwellings,Not applicable,14455
Carlton,2028,Household type,One-parent family,476
Carlton,2029,Household type,Couple family without children,3065
Carlton,2029,Household type,Group household,3186
Carlton,2029,Household type,Lone person,6529
Carlton,2029,Household type,Other family,385
Carlton,2030,Household type,Couple family without children,3113
Carlton,2031,Household type,One-parent family,481
Carlton,2032,Household size,Not applicable,2
Carlton,2032,Household type,Other family,370
Carlton,2033,Household type,Couple family without children,3163
Carlton,2033,Household type,Lone person,6725
Carlton,2033,Structural Private Dwellings,Not applicable,15149
Carlton,2033,Household size,Not applicable,2
Carlton,2034,Household type,Lone person,6711
Carlton,2034,Household type,Other family,360
Carlton,2035,Household type,Couple family with children,971
Carlton,2036,Household type,Couple family with children,983
Carlton,2036,Household type,One-parent family,500
Carlton,2036,Household type,Other family,354
Carlton,2037,Structural Private Dwellings,Not applicable,15222
Carlton,2037,Household type,One-parent family,506
Carlton,2038,Household type,Lone person,6708
Carlton,2038,Household size,Not applicable,2
Carlton,2039,Household type,Couple family with children,1018
Carlton,2039,Household type,Couple family without children,3127
Carlton,2039,Household type,One-parent family,516
Carlton,2039,Household type,Other family,351
Carlton,2040,Household type,Lone person,6717
Carlton,2040,Structural Private Dwellings,Not applicable,15271
Carlton,2040,Household type,One-parent family,520
Carlton,2041,Household type,Lone person,6726
Carlton,2042,Household type,Couple family without children,3083
Carlton,2042,Structural Private Dwellings,Not applicable,15306
Carlton,2042,Household type,One-parent family,537
Carlton,2043,Household type,Couple family with children,1067
Carlton,2043,Household type,Other family,393
Docklands,2023,Structural Private Dwellings,Not applicable,10853
Docklands,2023,Household size,Not applicable,2
Docklands,2024,Household type,Couple family without children,3928
Docklands,2024,Household type,Group household,1281
Docklands,2024,Household type,Lone person,2976
Docklands,2024,Household type,Other family,200
Docklands,2025,Household type,Lone person,2974
Docklands,2025,Structural Private Dwellings,Not applicable,10853
Docklands,2026,Household type,Couple family without children,4060
Docklands,2026,Household type,Lone person,3002
Docklands,2026,Structural Private Dwellings,Not applicable,10853
Docklands,2026,Household type,One-parent family,392
Docklands,2027,Structural Private Dwellings,Not applicable,10966
Docklands,2028,Household type,Lone person,2985
Docklands,2028,Structural Private Dwellings,Not applicable,11012
Docklands,2028,Household type,One-parent family,387
Docklands,2029,Structural Private Dwellings,Not applicable,11080
Docklands,2029,Household size,Not applicable,2
Docklands,2030,Household type,Couple family without children,4257
Docklands,2030,Household type,Group household,1322
Docklands,2031,Household type,Group household,1331
Docklands,2031,Household type,Lone person,2957
Docklands,2031,Structural Private Dwellings,Not applicable,11206
Docklands,2031,Household size,Not applicable,2
Docklands,2032,Household type,Couple family without children,4303
Docklands,2032,Household type,Lone person,2942
Docklands,2032,Household type,One-parent family,389
Docklands,2032,Household type,Other family,174
Docklands,2033,Household type,Couple family without children,4318
Docklands,2033,Household type,Lone person,2928
Docklands,2033,Household size,Not applicable,2
Docklands,2034,Household type,Couple family with children,1837
Docklands,2035,Household type,Couple family without children,4469
Docklands,2035,Household type,Group household,1395
Docklands,2035,Household type,Lone person,3001
Docklands,2035,Structural Private Dwellings,Not applicable,11697
Docklands,2035,Household type,Other family,171
Docklands,2036,Household type,Couple family with children,1958
Docklands,2036,Household type,Couple family without children,4523
Docklands,2036,Household size,Not applicable,2
Docklands,2036,Household type,Other family,173
Docklands,2037,Household type,Couple family without children,4573
Docklands,2037,Household type,Lone person,3085
